Teacher,Class,Registered,Attended,Class Time
Bill Sluss,Math - Algebra 2,52,7,11:00:00
John Jacob,English - Language 2,76,10,08:00:00
Jim Jeffs,History - US History AP,12,7,10:30:00
Jessica Taylor,Science - Geology 2,100,96,15:30:00
Jake Anderson,Gym 1,22,22,12:30:00
Beverly Thomas,Health 3B,133,18,11:30:00
Rick White,Technology - Networking 1,66,54,13:30:00
James Harris,Technology - Networking 2,56,22,14:00:00
George Martin,Technology - Networking 3,21,2,10:00:00
Amy Roebuck,Science - Biology 3,146,40,12:30:00
Harry James,Science - Biology 4,113,28,14:00:00
Bill Sluss,Science - Biology 1,51,20,10:30:00
John Jacob,Health 3A,111,67,14:00:00
Jim Jeffs,Health 2,58,11,09:30:00
Jessica Taylor,Health 1,72,72,11:30:00
Jake Anderson,Science - Geology 1,23,23,15:30:00
Beverly Thomas,History - World History AP,41,4,08:30:00
Rick White,English - Language 2,122,10,08:30:00
James Harris,Math - Algebra 2,131,131,15:00:00
George Martin,Technology - Programming  1,14,12,15:30:00
Amy Roebuck,Technology - Programming  3,35,2,08:00:00
Harry James,Math - Algebra 1,10,10,15:00:00
Bill Sluss,English - Language 1,106,64,14:00:00
John Jacob,History - World History AP,44,34,13:30:00
Jim Jeffs,Science - Biology 2,12,12,16:00:00
Jessica Taylor,Gym 2,122,122,16:00:00
Jake Anderson,Health 3A,21,17,15:30:00
Beverly Thomas,Technology - Programming  2,81,8,08:00:00
Rick White,Math - Algebra 2,112,15,09:00:00
James Harris,English - Language 2,64,24,10:00:00
George Martin,History - US History AP,114,17,15:00:00
Amy Roebuck,Science - Geology 2,115,19,15:30:00
Harry James,Gym 1,137,70,09:30:00
Bill Sluss,Health 3B,140,8,09:00:00
John Jacob,Technology - Networking 1,87,87,16:00:00
Jim Jeffs,Technology - Networking 2,78,50,15:30:00
Jessica Taylor,Technology - Networking 3,38,19,12:30:00
Jake Anderson,Science - Biology 3,45,12,11:00:00
Beverly Thomas,Science - Biology 4,5,1,08:00:00
Rick White,Science - Biology 1,32,31,13:00:00
James Harris,Health 3A,107,44,09:30:00
George Martin,Health 2,122,10,11:00:00
Amy Roebuck,Health 1,135,31,08:00:00
Harry James,Science - Geology 1,51,27,12:30:00
Bill Sluss,History - World History AP,60,28,16:00:00
John Jacob,English - Language 2,57,15,08:30:00
Jim Jeffs,Math - Algebra 2,37,25,15:00:00
Jessica Taylor,Technology - Programming  1,73,67,08:00:00
Jake Anderson,Technology - Programming  3,135,85,11:00:00
Beverly Thomas,Math - Algebra 1,42,42,14:30:00
Rick White,English - Language 1,84,69,12:00:00
James Harris,History - World History AP,27,9,09:00:00
George Martin,Science - Biology 2,43,14,16:00:00
Amy Roebuck,Gym 2,131,43,15:00:00
Harry James,Health 3A,44,6,10:00:00
Bill Sluss,Technology - Programming  2,103,14,13:00:00
John Jacob,Math - Algebra 2,144,32,09:00:00
Jim Jeffs,English - Language 2,78,17,09:30:00
Jessica Taylor,History - US History AP,29,29,15:00:00
Jake Anderson,Science - Geology 2,131,31,08:00:00
Beverly Thomas,Gym 1,38,18,13:00:00
Rick White,Health 3B,62,13,11:30:00
James Harris,Technology - Networking 1,6,5,08:00:00
George Martin,Technology - Networking 2,9,1,12:00:00
Amy Roebuck,Technology - Networking 3,53,11,11:30:00
Harry James,Science - Biology 3,22,3,08:30:00
Bill Sluss,Science - Biology 4,60,5,11:00:00
John Jacob,Science - Biology 1,131,131,14:30:00
Jim Jeffs,Health 3A,106,44,09:00:00
Jessica Taylor,Health 2,114,53,12:30:00
Jake Anderson,Health 1,66,66,14:30:00
Beverly Thomas,Science - Geology 1,79,33,09:00:00
Rick White,History - World History AP,48,7,08:30:00
James Harris,English - Language 2,132,69,11:30:00
George Martin,Math - Algebra 2,115,12,08:30:00
Amy Roebuck,Technology - Programming  1,33,19,13:30:00
Harry James,Technology - Programming  3,5,1,09:30:00
Bill Sluss,Math - Algebra 1,32,31,15:00:00
John Jacob,English - Language 1,120,120,14:00:00
Jim Jeffs,History - World History AP,68,50,11:30:00
Jessica Taylor,Science - Biology 2,31,23,11:30:00
Jake Anderson,Gym 2,91,62,11:30:00
Beverly Thomas,Health 3A,99,13,11:00:00
Rick White,Technology - Programming  2,24,3,10:00:00
James Harris,Math - Algebra 2,90,27,08:00:00
George Martin,English - Language 2,71,17,11:30:00
Amy Roebuck,History - US History AP,119,42,16:00:00
Harry James,Science - Geology 2,30,4,12:00:00
Bill Sluss,Gym 1,141,48,10:00:00
John Jacob,Health 3B,37,15,10:30:00
Jim Jeffs,Technology - Networking 1,43,31,11:00:00
Jessica Taylor,Technology - Networking 2,24,18,12:00:00
Jake Anderson,Technology - Networking 3,107,71,12:00:00
Beverly Thomas,Science - Biology 3,121,18,14:00:00
Rick White,Science - Biology 4,118,49,15:30:00
James Harris,Science - Biology 1,120,120,16:00:00
George Martin,Health 3A,92,17,10:00:00
Amy Roebuck,Health 2,54,11,15:00:00
Harry James,Health 1,53,40,14:00:00
Bill Sluss,Science - Geology 1,22,10,10:00:00
John Jacob,History - World History AP,67,36,11:30:00
Jim Jeffs,English - Language 2,142,95,14:30:00
Jessica Taylor,Math - Algebra 2,6,4,14:00:00
Jake Anderson,Technology - Programming  1,102,102,14:00:00
Beverly Thomas,Technology - Programming  3,31,10,13:30:00
Rick White,Math - Algebra 1,39,13,12:00:00
James Harris,English - Language 1,35,23,08:00:00
George Martin,History - World History AP,142,16,09:00:00
Amy Roebuck,Science - Biology 2,133,16,13:30:00
Harry James,Gym 2,96,10,10:00:00
Bill Sluss,Health 3A,22,8,14:30:00
John Jacob,Technology - Programming  2,62,18,09:00:00
Jim Jeffs,Math - Algebra 2,52,41,13:00:00
Jessica Taylor,English - Language 2,44,22,16:00:00
Jake Anderson,History - US History AP,79,29,11:30:00
Beverly Thomas,Science - Geology 2,103,11,08:30:00
Rick White,Gym 1,135,36,08:00:00
James Harris,Health 3B,109,109,16:00:00
George Martin,Technology - Networking 1,116,33,08:30:00
Amy Roebuck,Technology - Networking 2,98,12,08:00:00
Harry James,Technology - Networking 3,80,14,10:00:00
Bill Sluss,Science - Biology 3,114,9,08:30:00
John Jacob,Science - Biology 4,147,32,09:00:00
Jim Jeffs,Science - Biology 1,84,84,08:00:00
Jessica Taylor,Health 3A,5,4,14:30:00
Jake Anderson,Health 2,42,16,12:30:00
Beverly Thomas,Health 1,142,80,16:00:00
Rick White,Science - Geology 1,100,91,16:00:00
James Harris,History - World History AP,105,66,11:00:00
George Martin,English - Language 2,75,17,14:30:00
Amy Roebuck,Math - Algebra 2,131,30,13:00:00
Harry James,Technology - Programming  1,72,40,13:00:00
Bill Sluss,Technology - Programming  3,68,13,11:00:00
John Jacob,Math - Algebra 1,137,137,12:30:00
Jim Jeffs,English - Language 1,127,127,15:00:00
Jessica Taylor,History - World History AP,63,18,08:30:00
Jake Anderson,Science - Biology 2,35,30,15:30:00
Beverly Thomas,Gym 2,47,8,10:30:00
Rick White,Health 3A,79,16,12:30:00
James Harris,Technology - Programming  2,33,13,09:00:00
George Martin,Math - Algebra 2,93,19,12:30:00
Amy Roebuck,English - Language 2,146,15,10:30:00
Harry James,History - US History AP,119,20,09:30:00
Bill Sluss,Science - Geology 2,67,17,13:30:00
John Jacob,Gym 1,139,139,10:30:00
Jim Jeffs,Health 3B,57,29,14:30:00
Jessica Taylor,Technology - Networking 1,32,32,15:30:00
Jake Anderson,Technology - Networking 2,38,38,14:30:00
Beverly Thomas,Technology - Networking 3,16,6,13:30:00
Rick White,Science - Biology 3,99,18,10:30:00
James Harris,Science - Biology 4,31,25,12:30:00
George Martin,Science - Biology 1,64,35,10:30:00
Amy Roebuck,Health 3A,52,8,10:30:00
Harry James,Health 2,19,4,10:00:00
Bill Sluss,Health 1,73,73,14:30:00
John Jacob,Science - Geology 1,142,140,09:00:00
Jim Jeffs,History - World History AP,98,27,10:30:00
Jessica Taylor,English - Language 2,140,119,16:00:00
Jake Anderson,Math - Algebra 2,129,76,14:00:00
Beverly Thomas,Technology - Programming  1,40,23,12:30:00
Rick White,Technology - Programming  3,23,9,16:00:00
James Harris,Math - Algebra 1,67,67,09:00:00
George Martin,English - Language 1,11,7,11:30:00
Amy Roebuck,History - World History AP,130,25,10:30:00
Harry James,Science - Biology 2,48,12,14:00:00
Bill Sluss,Gym 2,134,17,12:30:00
John Jacob,Health 3A,57,14,10:00:00
Jim Jeffs,Technology - Programming  2,120,61,09:30:00
Jessica Taylor,Math - Algebra 2,112,66,10:30:00
Jake Anderson,English - Language 2,77,47,14:00:00
Beverly Thomas,History - US History AP,71,34,16:00:00
Rick White,Science - Geology 2,26,2,09:00:00
James Harris,Gym 1,127,110,08:30:00
George Martin,Health 3B,148,26,13:00:00
Amy Roebuck,Technology - Networking 1,148,127,14:30:00
Harry James,Technology - Networking 2,119,16,09:00:00
Bill Sluss,Technology - Networking 3,144,13,08:00:00
John Jacob,Science - Biology 3,96,44,10:30:00
Jim Jeffs,Science - Biology 4,75,61,16:00:00
Jessica Taylor,Science - Biology 1,22,22,11:00:00
Jake Anderson,Health 3A,64,33,11:00:00
Beverly Thomas,Health 2,140,44,14:00:00
Rick White,Health 1,125,91,13:00:00
James Harris,Science - Geology 1,85,85,14:30:00
George Martin,History - World History AP,105,20,13:00:00
Amy Roebuck,English - Language 2,82,25,15:30:00
Harry James,Math - Algebra 2,147,25,13:00:00
Bill Sluss,Technology - Programming  1,137,70,15:00:00
John Jacob,Technology - Programming  3,112,57,13:30:00
Jim Jeffs,Math - Algebra 1,113,113,15:00:00
Jessica Taylor,English - Language 1,110,110,16:00:00
Jake Anderson,History - World History AP,101,45,09:00:00
Beverly Thomas,Science - Biology 2,111,15,12:00:00
Rick White,Gym 2,36,8,12:30:00
James Harris,Health 3A,94,61,13:00:00
George Martin,Technology - Programming  2,40,5,10:00:00
Amy Roebuck,Math - Algebra 2,6,1,11:00:00
Harry James,English - Language 2,76,14,11:30:00
Bill Sluss,History - US History AP,36,12,14:00:00
John Jacob,Science - Geology 2,38,30,13:30:00
Jim Jeffs,Gym 1,129,129,12:30:00
Jessica Taylor,Health 3B,67,29,09:30:00
Jake Anderson,Technology - Networking 1,49,49,14:00:00
Beverly Thomas,Technology - Networking 2,18,3,15:00:00
Rick White,Technology - Networking 3,25,5,14:30:00
James Harris,Science - Biology 3,117,117,15:30:00
George Martin,Science - Biology 4,58,16,12:00:00
Amy Roebuck,Science - Biology 1,112,42,11:30:00
Harry James,Health 3A,135,29,14:00:00
Bill Sluss,Health 2,56,10,11:30:00
John Jacob,Health 1,26,26,14:00:00
Jim Jeffs,Science - Geology 1,119,119,15:00:00
Jessica Taylor,History - World History AP,42,8,08:30:00
Jake Anderson,English - Language 2,20,9,15:00:00
Beverly Thomas,Math - Algebra 2,57,4,08:00:00
Rick White,Technology - Programming  1,68,10,08:30:00
James Harris,Technology - Programming  3,72,23,10:30:00
George Martin,Math - Algebra 1,82,65,12:00:00
Amy Roebuck,English - Language 1,133,133,16:00:00
Harry James,History - World History AP,115,38,13:30:00
Bill Sluss,Science - Biology 2,8,1,12:00:00
John Jacob,Gym 2,29,15,11:00:00
Jim Jeffs,Health 3A,97,72,13:30:00
Jessica Taylor,Technology - Programming  2,121,63,10:00:00
Jake Anderson,Math - Algebra 2,114,38,08:00:00
Beverly Thomas,English - Language 2,43,4,09:30:00
Rick White,History - US History AP,40,9,14:00:00
James Harris,Science - Geology 2,101,18,09:00:00
George Martin,Gym 1,134,117,14:00:00
Amy Roebuck,Health 3B,134,38,14:30:00
Harry James,Technology - Networking 1,135,135,16:00:00
Bill Sluss,Technology - Networking 2,147,44,13:00:00
John Jacob,Technology - Networking 3,74,39,11:30:00
Jim Jeffs,Science - Biology 3,89,55,11:00:00
Jessica Taylor,Science - Biology 4,98,30,08:30:00
Jake Anderson,Science - Biology 1,137,137,11:00:00
Beverly Thomas,Health 3A,13,4,12:00:00
Rick White,Health 2,60,8,10:30:00
James Harris,Health 1,55,55,12:00:00
George Martin,Science - Geology 1,20,10,11:00:00
Amy Roebuck,History - World History AP,145,46,14:30:00
Harry James,English - Language 2,97,12,09:30:00
Bill Sluss,Math - Algebra 2,102,12,11:30:00
John Jacob,Technology - Programming  1,135,135,16:00:00
Jim Jeffs,Technology - Programming  3,8,7,14:00:00
Jessica Taylor,Math - Algebra 1,114,101,08:00:00
Jake Anderson,English - Language 1,83,83,14:00:00
Beverly Thomas,History - World History AP,25,5,11:00:00
Rick White,Science - Biology 2,139,31,15:30:00
James Harris,Gym 2,16,6,12:00:00
George Martin,Health 3A,48,6,10:00:00
Amy Roebuck,Technology - Programming  2,15,2,08:30:00
Harry James,Math - Algebra 2,32,6,15:00:00
Bill Sluss,English - Language 2,89,18,11:30:00
John Jacob,History - US History AP,18,18,15:00:00
Jim Jeffs,Science - Geology 2,58,53,13:00:00
Jessica Taylor,Gym 1,14,14,09:00:00
Jake Anderson,Health 3B,63,24,10:30:00
Beverly Thomas,Technology - Networking 1,136,88,12:30:00
Rick White,Technology - Networking 2,58,5,09:00:00
James Harris,Technology - Networking 3,86,37,09:00:00
George Martin,Science - Biology 3,69,7,10:30:00
Amy Roebuck,Science - Biology 4,34,5,15:00:00
Harry James,Science - Biology 1,100,30,11:30:00
Bill Sluss,Health 3A,29,8,16:00:00
John Jacob,Health 2,102,57,16:00:00
Jim Jeffs,Health 1,54,54,12:00:00
Jessica Taylor,Science - Geology 1,49,49,15:30:00
Jake Anderson,History - World History AP,143,23,08:00:00
Beverly Thomas,English - Language 2,69,9,10:00:00
Rick White,Math - Algebra 2,49,12,12:00:00
James Harris,Technology - Programming  1,5,5,13:00:00
George Martin,Technology - Programming  3,146,35,12:30:00
Amy Roebuck,Math - Algebra 1,64,39,10:30:00
Harry James,English - Language 1,145,106,16:00:00
Bill Sluss,History - World History AP,19,5,12:30:00
John Jacob,Science - Biology 2,60,18,12:30:00
Jim Jeffs,Gym 2,53,12,09:30:00
Jessica Taylor,Health 3A,137,109,13:30:00
Jake Anderson,Technology - Programming  2,108,102,16:00:00
Beverly Thomas,Math - Algebra 2,25,2,10:00:00
Rick White,English - Language 2,60,10,10:30:00
James Harris,History - US History AP,20,14,15:00:00
George Martin,Science - Geology 2,58,7,09:30:00
Amy Roebuck,Gym 1,87,30,11:30:00
Harry James,Health 3B,23,4,09:00:00
Bill Sluss,Technology - Networking 1,111,107,15:00:00
John Jacob,Technology - Networking 2,50,16,11:00:00
Jim Jeffs,Technology - Networking 3,25,8,10:00:00
Jessica Taylor,Science - Biology 3,39,26,11:30:00
Jake Anderson,Science - Biology 4,33,21,11:00:00
Beverly Thomas,Science - Biology 1,130,49,09:30:00
Rick White,Health 3A,38,9,13:30:00
James Harris,Health 2,132,50,10:30:00
George Martin,Health 1,7,4,11:30:00
Amy Roebuck,Science - Geology 1,82,43,13:00:00
Harry James,History - World History AP,124,28,11:00:00
Bill Sluss,English - Language 2,42,18,15:30:00
John Jacob,Math - Algebra 2,80,70,12:30:00
Jim Jeffs,Technology - Programming  1,90,90,15:30:00
Jessica Taylor,Technology - Programming  3,10,4,11:30:00
Jake Anderson,Math - Algebra 1,95,87,08:00:00
Beverly Thomas,English - Language 1,5,4,14:30:00
Rick White,History - World History AP,7,3,14:00:00
James Harris,Science - Biology 2,64,40,12:30:00
George Martin,Gym 2,125,27,13:30:00
Amy Roebuck,Health 3A,48,10,12:00:00
Harry James,Technology - Programming  2,114,8,10:00:00
Bill Sluss,Math - Algebra 2,115,11,08:30:00
John Jacob,English - Language 2,20,9,13:30:00
Jim Jeffs,History - US History AP,68,40,12:00:00
Jessica Taylor,Science - Geology 2,85,43,10:00:00
Jake Anderson,Gym 1,12,12,12:00:00
Beverly Thomas,Health 3B,33,6,12:00:00
Rick White,Technology - Networking 1,65,29,12:00:00
James Harris,Technology - Networking 2,78,26,09:00:00
George Martin,Technology - Networking 3,24,12,16:00:00
Amy Roebuck,Science - Biology 3,104,19,15:30:00
Harry James,Science - Biology 4,79,7,10:30:00
Bill Sluss,Science - Biology 1,21,10,10:30:00
John Jacob,Health 3A,119,18,08:00:00
Jim Jeffs,Health 2,132,51,11:00:00
Jessica Taylor,Health 1,45,45,16:00:00
Jake Anderson,Science - Geology 1,48,43,08:30:00
Beverly Thomas,History - World History AP,78,13,10:30:00
Rick White,English - Language 2,143,26,16:00:00
James Harris,Math - Algebra 2,65,27,08:30:00
George Martin,Technology - Programming  1,73,33,13:00:00
Amy Roebuck,Technology - Programming  3,91,43,16:00:00
Harry James,Math - Algebra 1,65,22,12:00:00
Bill Sluss,English - Language 1,89,89,14:30:00
John Jacob,History - World History AP,54,36,12:00:00
Jim Jeffs,Science - Biology 2,73,45,11:30:00
Jessica Taylor,Gym 2,43,43,15:00:00
Jake Anderson,Health 3A,53,21,10:00:00
Beverly Thomas,Technology - Programming  2,28,12,15:30:00
Rick White,Math - Algebra 2,76,14,10:00:00
James Harris,English - Language 2,77,77,14:00:00
George Martin,History - US History AP,118,40,13:30:00
Amy Roebuck,Science - Geology 2,128,47,14:30:00
Harry James,Gym 1,62,59,15:00:00
Bill Sluss,Health 3B,101,11,10:30:00
John Jacob,Technology - Networking 1,83,49,08:30:00
Jim Jeffs,Technology - Networking 2,147,79,13:30:00
Jessica Taylor,Technology - Networking 3,16,8,12:00:00
Jake Anderson,Science - Biology 3,92,36,10:00:00
Beverly Thomas,Science - Biology 4,40,5,09:00:00
Rick White,Science - Biology 1,60,60,15:30:00
James Harris,Health 3A,85,76,15:30:00
George Martin,Health 2,78,12,09:30:00
Amy Roebuck,Health 1,32,18,11:00:00
Harry James,Science - Geology 1,47,47,15:30:00
Bill Sluss,History - World History AP,55,12,16:00:00
John Jacob,English - Language 2,29,7,09:00:00
Jim Jeffs,Math - Algebra 2,5,5,15:30:00
Jessica Taylor,Technology - Programming  1,113,113,11:30:00
Jake Anderson,Technology - Programming  3,12,12,14:30:00
Beverly Thomas,Math - Algebra 1,70,25,11:30:00
Rick White,English - Language 1,43,24,13:30:00
James Harris,History - World History AP,128,64,14:00:00
George Martin,Science - Biology 2,52,7,11:00:00
Amy Roebuck,Gym 2,8,2,15:00:00
Harry James,Health 3A,18,3,13:30:00
Bill Sluss,Technology - Programming  2,13,2,08:30:00
John Jacob,Math - Algebra 2,134,80,16:00:00
Jim Jeffs,English - Language 2,12,8,12:00:00
Jessica Taylor,History - US History AP,98,49,12:30:00
Jake Anderson,Science - Geology 2,10,6,12:30:00
Beverly Thomas,Gym 1,49,21,09:00:00
Rick White,Health 3B,113,38,13:30:00
James Harris,Technology - Networking 1,97,97,11:30:00
George Martin,Technology - Networking 2,69,12,16:00:00
Amy Roebuck,Technology - Networking 3,94,11,10:30:00
Harry James,Science - Biology 3,30,7,10:30:00
Bill Sluss,Science - Biology 4,105,12,11:00:00
John Jacob,Science - Biology 1,113,79,08:00:00
Jim Jeffs,Health 3A,137,99,15:30:00
Jessica Taylor,Health 2,24,24,16:00:00
Jake Anderson,Health 1,17,12,11:00:00
Beverly Thomas,Science - Geology 1,130,106,15:00:00
Rick White,History - World History AP,120,29,14:00:00
James Harris,English - Language 2,117,103,12:30:00
George Martin,Math - Algebra 2,33,3,08:00:00
Amy Roebuck,Technology - Programming  1,13,8,13:00:00
Harry James,Technology - Programming  3,100,18,12:00:00
Bill Sluss,Math - Algebra 1,57,43,15:00:00
John Jacob,English - Language 1,91,91,14:00:00
Jim Jeffs,History - World History AP,146,100,11:00:00
Jessica Taylor,Science - Biology 2,114,60,10:00:00
Jake Anderson,Gym 2,6,4,13:00:00
Beverly Thomas,Health 3A,32,6,11:00:00
Rick White,Technology - Programming  2,11,2,09:00:00
James Harris,Math - Algebra 2,131,27,08:00:00
George Martin,English - Language 2,42,4,08:30:00
Amy Roebuck,History - US History AP,42,6,08:30:00
Harry James,Science - Geology 2,131,30,15:00:00
Bill Sluss,Gym 1,59,57,13:00:00
John Jacob,Health 3B,131,62,11:00:00
Jim Jeffs,Technology - Networking 1,60,51,08:00:00
Jessica Taylor,Technology - Networking 2,111,90,16:00:00
Jake Anderson,Technology - Networking 3,128,118,15:30:00
Beverly Thomas,Science - Biology 3,140,18,09:00:00
Rick White,Science - Biology 4,96,25,13:30:00
James Harris,Science - Biology 1,34,34,10:30:00
George Martin,Health 3A,148,36,16:00:00
Amy Roebuck,Health 2,58,15,13:00:00
Harry James,Health 1,80,64,12:00:00
Bill Sluss,Science - Geology 1,134,80,12:00:00
